"Current account balance, percent of GDP (Percent of GDP)",2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,-4,-2.2,-3.8,-5.3,-6.3,-6,-5.9,-6.7,-4.9,-4.5,-3.7,-3,-4.4,-3.4,-3.1,-4.7,-3.5,-2.8,-2.6,0,1.7,2.4,0.4,-0.2,-1.9,-1.8
,,,,,,,,,,,,,,,,,,,,,,,,,,
"©IMF, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,
